,Team_03,Team_05,Team_06,Team_10,Team_13,Team_14,Team_16,Team_20,Team_21,Team_22,Team_25,Team_26,Team_27,Team_28,Team_29,Team_31,Team_32,Team_33
Team_03,1.0000000000000004,-0.19896114148096536,0.18639221880777784,0.683021455174257,0.085052467107931,0.5017987194792192,-0.030645192317871776,-0.12252926027133436,0.03646997669126605,-0.9306248224948269,0.13256202584696572,0.46420635303820373,-0.5082106546225285,-0.6048947126503023,-0.03552304262420243,0.854139421188092,-0.00426519886538897,-0.059495680827126356
Team_05,-0.19896114148096536,1.0,0.5310124954083072,-0.3602973932740214,0.43537401271783815,-0.009738489470380461,0.4456220552828309,-0.05528890678619008,-0.5018403321094643,-0.05230761150340685,0.5920929776214096,0.07802518445456544,0.04032482016398538,-0.5027934306776299,-0.919792325329368,-0.641616316262245,-0.5529773633969054,-0.6041525107793784
Team_06,0.18639221880777784,0.5310124954083072,0.9999999999999998,-0.1347486924781768,0.09106284385893329,-0.280020929184475,0.4122236690037349,0.5149896171095169,-0.7254764688839158,-0.4954923286537703,-0.03222679796573383,0.3147786618272738,0.21193586690675156,-0.7889867575978367,-0.6143485208427283,-0.02484987169610852,-0.6917188278445154,-0.06701038021710265
Team_10,0.683021455174257,-0.3602973932740214,-0.1347486924781768,1.0,0.39341166198233624,0.29354736465040054,-0.5001832871820004,-0.09737673108183001,0.5086884562465237,-0.5581023542415616,0.09489988518280386,0.3228219200615217,-0.4869094000709771,-0.14264245506709242,0.2588670380775081,0.6094630687712671,0.3284903085981423,-0.29703841757413874
Team_13,0.085052467107931,0.43537401271783815,0.09106284385893329,0.39341166198233624,0.9999999999999999,0.2027595174788215,-0.22115931275962633,-0.44529267766852415,0.2841540350237633,-0.19170932853370956,0.3565189933949822,0.1668358136864701,-0.64756749709863,-0.05751620721210026,-0.2762762972956133,-0.1724523898826126,0.24894357451078022,-0.8069055634108079
Team_14,0.5017987194792192,-0.009738489470380461,-0.280020929184475,0.29354736465040054,0.2027595174788215,0.9999999999999998,-0.33519748309585695,-0.7794510184942783,0.36776147164255085,-0.40904625837955216,0.583601233223205,0.2745201039787975,-0.4860489964404577,-0.07538922747345386,-0.09167614008556024,0.3559029370682219,0.5068402422022458,-0.32081178446760633
Team_16,-0.030645192317871776,0.4456220552828309,0.4122236690037349,-0.5001832871820004,-0.22115931275962633,-0.33519748309585695,1.0,0.39745548608542935,-0.8795555162164254,-0.020521999331345245,0.13896505774222584,-0.4505369087130786,0.00990363635666715,-0.5123793307342774,-0.3506680510021429,-0.21616454531284357,-0.787201506370275,-0.03685315773832811
Team_20,-0.12252926027133436,-0.05528890678619008,0.5149896171095169,-0.09737673108183001,-0.44529267766852415,-0.7794510184942783,0.39745548608542935,1.0,-0.6010517973025419,0.045000534446897535,-0.3792696065072203,-0.2234291727855921,0.5738965941158558,-0.31667453361108816,0.03873425028208655,-0.05892965282356228,-0.6832781502179307,0.3294436437554471
Team_21,0.03646997669126605,-0.5018403321094643,-0.7254764688839158,0.5086884562465237,0.2841540350237633,0.36776147164255085,-0.8795555162164254,-0.6010517973025419,1.0,0.1288440197551392,-0.09921325511565394,0.275481247528837,-0.272015361572249,0.6629013907271134,0.4697606868735484,0.22002097251996386,0.8725152958763626,-0.020071859355360773
Team_22,-0.9306248224948269,-0.05230761150340685,-0.4954923286537703,-0.5581023542415616,-0.19170932853370956,-0.40904625837955216,-0.020521999331345245,0.045000534446897535,0.1288440197551392,0.9999999999999999,-0.11954005826363219,-0.6247245492290433,0.395558377065587,0.7705647426499947,0.29933182237876604,-0.7190344549018026,0.16658130081128739,0.1062634251552948
Team_25,0.13256202584696572,0.5920929776214096,-0.03222679796573383,0.09489988518280386,0.3565189933949822,0.583601233223205,0.13896505774222584,-0.3792696065072203,-0.09921325511565394,-0.11954005826363219,1.0,-0.13388725033530996,-0.2661890296812881,-0.31694778922415867,-0.5206090244835324,-0.3065667290167525,-0.09297247432942908,-0.7938592818247344
Team_26,0.46420635303820373,0.07802518445456544,0.3147786618272738,0.3228219200615217,0.1668358136864701,0.2745201039787975,-0.4505369087130786,-0.2234291727855921,0.275481247528837,-0.6247245492290433,-0.13388725033530996,1.0000000000000002,0.055070727592607206,-0.3367904493078642,-0.39642142847339495,0.381313737255405,0.06312108223864007,0.15288776692817266
Team_27,-0.5082106546225285,0.04032482016398538,0.21193586690675156,-0.4869094000709771,-0.64756749709863,-0.4860489964404577,0.00990363635666715,0.5738965941158558,-0.272015361572249,0.395558377065587,-0.2661890296812881,0.055070727592607206,1.0,0.0586645500343733,-0.15309537762279474,-0.3886659817034767,-0.3966313275569444,0.5253346941263619
Team_28,-0.6048947126503023,-0.5027934306776299,-0.7889867575978367,-0.14264245506709242,-0.05751620721210026,-0.07538922747345386,-0.5123793307342774,-0.31667453361108816,0.6629013907271134,0.7705647426499947,-0.31694778922415867,-0.3367904493078642,0.0586645500343733,1.0,0.6661914983324146,-0.2348727279425862,0.7202012443246656,0.21859248357976865
Team_29,-0.03552304262420243,-0.919792325329368,-0.6143485208427283,0.2588670380775081,-0.2762762972956133,-0.09167614008556024,-0.3506680510021429,0.03873425028208655,0.4697606868735484,0.29933182237876604,-0.5206090244835324,-0.39642142847339495,-0.15309537762279474,0.6661914983324146,1.0,0.40794240962545425,0.6000560388998618,0.40735758149398854
Team_31,0.854139421188092,-0.641616316262245,-0.02484987169610852,0.6094630687712671,-0.1724523898826126,0.3559029370682219,-0.21616454531284357,-0.05892965282356228,0.22002097251996386,-0.7190344549018026,-0.3065667290167525,0.381313737255405,-0.3886659817034767,-0.2348727279425862,0.40794240962545425,0.9999999999999999,0.2566492985440806,0.3498133074302474
Team_32,-0.00426519886538897,-0.5529773633969054,-0.6917188278445154,0.3284903085981423,0.24894357451078022,0.5068402422022458,-0.787201506370275,-0.6832781502179307,0.8725152958763626,0.16658130081128739,-0.09297247432942908,0.06312108223864007,-0.3966313275569444,0.7202012443246656,0.6000560388998618,0.2566492985440806,0.9999999999999999,-0.014675695000365677
Team_33,-0.059495680827126356,-0.6041525107793784,-0.06701038021710265,-0.29703841757413874,-0.8069055634108079,-0.32081178446760633,-0.03685315773832811,0.3294436437554471,-0.020071859355360773,0.1062634251552948,-0.7938592818247344,0.15288776692817266,0.5253346941263619,0.21859248357976865,0.40735758149398854,0.3498133074302474,-0.014675695000365677,1.0000000000000002
